species,plant.height,SLA,seed.mass,kew.seed
Pyrus.calleryana,NA,NA,12.9,kew
Ratibida.pinnata,1.06,8.442372881,0.848571429,field
Ratibida.pinnata,1.01,9,NA,
Ratibida.pinnata,1.08,14.362,NA,
Ratibida.pinnata,1.075,9.915625,NA,
Ratibida.pinnata,1,12.55185185,NA,
Ratibida.pinnata,0.93,12.93421053,NA,
Ratibida.pinnata,0.87,7.571428571,NA,
Ratibida.pinnata,1.01,11.28571429,NA,
Ratibida.pinnata,1.2,10.0972973,NA,
Ratibida.pinnata,1.22,8.280952381,NA,
Ratibida.pinnata,1.045,7.269863014,NA,
Ratibida.pinnata,1.04,9.425531915,NA,
Ratibida.pinnata,1.07,11.26857143,NA,
Ratibida.pinnata,1.1,12.65,NA,
Ratibida.pinnata,1.005,9.340677966,NA,
Ratibida.pinnata,1.13,6.641304348,NA,
Ratibida.pinnata,1.245,12.31290323,NA,
Ratibida.pinnata,0.97,9.795,NA,
Ratibida.pinnata,1.23,7.490410959,NA,
Ratibida.pinnata,1.12,10.97058824,NA,
Rhamnus.cathartica,NA,NA,30.367275,kew
Rhus,NA,NA,8.6705,kew
Rubus.allegheniensis,NA,12.864,2.3903,kew
Rubus.allegheniensis,NA,NA,NA,
Rubus.allegheniensis,NA,13.13880126,NA,
Rubus.allegheniensis,NA,21.07725322,NA,
Rubus.allegheniensis,NA,13.94533762,NA,
Rubus.allegheniensis,NA,15.58108108,NA,
Rubus.allegheniensis,NA,15.55737705,NA,
Rubus.allegheniensis,NA,15.62075134,NA,
Rubus.allegheniensis,NA,20.13888889,NA,
Rubus.allegheniensis,NA,11.3166515,NA,
Rubus.allegheniensis,NA,NA,NA,
Rubus.allegheniensis,NA,17.49326599,NA,
Rubus.allegheniensis,NA,17.3988604,NA,
Rubus.allegheniensis,NA,15.20454545,NA,
Rubus.allegheniensis,NA,16.40037594,NA,
Rubus.allegheniensis,NA,20.74503311,NA,
Rubus.allegheniensis,NA,14.35504202,NA,
Rubus.allegheniensis,NA,20.454039,NA,
Rubus.allegheniensis,NA,16.4116095,NA,
Rubus.allegheniensis,NA,14.56050955,NA,
Rubus.flagellaris,0.328,12.43111111,3.43,kew
Rubus.flagellaris,0.306,17.94,NA,
Rubus.flagellaris,0.283,17.61111111,NA,
Rubus.flagellaris,0.435,13.49361702,NA,
Rubus.flagellaris,0.317,18.85925926,NA,
Rubus.flagellaris,0.216,17.803125,NA,
Rubus.flagellaris,0.403,11.03103448,NA,
Rubus.flagellaris,0.247,10.91,NA,
Rubus.flagellaris,0.54,14.54583333,NA,
Rubus.flagellaris,0.335,11.82307692,NA,
Rubus.flagellaris,0.441,17.41428571,NA,
Rubus.flagellaris,0.522,17.13157895,NA,
Rubus.flagellaris,0.374,15.33777778,NA,
Rubus.flagellaris,0.409,13.61818182,NA,
Rubus.flagellaris,0.415,15.64358974,NA,
Rubus.flagellaris,0.285,13.19,NA,
Rubus.flagellaris,0.313,18.82916667,NA,
Rubus.flagellaris,0.462,8.652173913,NA,
Rubus.flagellaris,0.363,14.12857143,NA,
Rubus.flagellaris,0.426,15.74166667,NA,
Rubus.occidentalis,NA,NA,1.37875,kew
Rudbeckia.fulgida,NA,NA,0.5,field
Rudbeckia.hirta,0.51,21.85714286,1.195882353,field
Rudbeckia.hirta,0.58,23.73529412,NA,
Rudbeckia.hirta,0.8,18.96721311,NA,
Rudbeckia.hirta,0.435,19.39583333,NA,
Rudbeckia.hirta,0.44,23.75555556,NA,
Rudbeckia.hirta,0.61,24.86538462,NA,
Rudbeckia.hirta,0.41,24.29268293,NA,
Rudbeckia.hirta,0.37,16.60638298,NA,
Rudbeckia.hirta,0.65,23.2972973,NA,
Rudbeckia.hirta,0.27,23,NA,
Rudbeckia.hirta,0.47,19.66666667,NA,
Rudbeckia.hirta,0.5,15.7751938,NA,
Rudbeckia.hirta,0.42,18.05333333,NA,
Rudbeckia.hirta,0.38,17.72277228,NA,
Rudbeckia.hirta,0.45,23.20454545,NA,
Rudbeckia.hirta,0.48,15.56589147,NA,
Rudbeckia.hirta,0.44,19.9245283,NA,
Rudbeckia.hirta,0.605,22.77358491,NA,
Rudbeckia.hirta,0.54,25.58064516,NA,
Rudbeckia.hirta,0.44,21.20512821,NA,
Rudbeckia.laciniata,NA,NA,2.3925,field
Rudbeckia.subtomentosa,NA,NA,0.94,field
Rudbeckia.triloba,NA,NA,0.77,field
Rumex.acetosella,NA,NA,0.69428,kew
Rumex.crispus,NA,NA,1.562130435,kew
Saponaria.officinalis,NA,NA,1.662545455,kew
Sassafras.albidum,NA,NA,78.685,kew
Schizachyrium.scoparium,1.13,14.50901804,1.466666667,field
Schizachyrium.scoparium,0.91,19.12820513,NA,
Schizachyrium.scoparium,1.05,16.04046243,NA,
Schizachyrium.scoparium,1.04,16.33858268,NA,
Schizachyrium.scoparium,1.5,13.71428571,NA,
Schizachyrium.scoparium,1.02,14.29878049,NA,
Schizachyrium.scoparium,1.02,19.84555985,NA,
Schizachyrium.scoparium,0.95,18.92376682,NA,
Schizachyrium.scoparium,0.87,11.09489051,NA,
Schizachyrium.scoparium,1.11,16.25,NA,
Schizachyrium.scoparium,1.08,17.86290323,NA,
Schizachyrium.scoparium,1.24,6.230769231,NA,
Schizachyrium.scoparium,0.88,14.82993197,NA,
Schizachyrium.scoparium,0.96,11.71232877,NA,
Schizachyrium.scoparium,1.05,16.59482759,NA,
Schizachyrium.scoparium,1.1,12.75058275,NA,
Schizachyrium.scoparium,0.86,14.84662577,NA,
Schizachyrium.scoparium,1.06,14.70588235,NA,
Schizachyrium.scoparium,0.86,13.93316195,NA,
Schizachyrium.scoparium,0.95,13.91959799,NA,
Scrophularia.lanceolata,NA,NA,0.159285714,
Senna.hebecarpa,0.93,12.68965517,NA,
Senna.hebecarpa,1.34,14.07359307,NA,
Senna.hebecarpa,1.04,15.40444444,NA,
Senna.hebecarpa,0.89,14.39864865,NA,
Senna.hebecarpa,0.97,13.7250996,NA,
Senna.hebecarpa,0.89,12.55744681,NA,
Senna.hebecarpa,1.05,12.84073507,NA,
Senna.hebecarpa,1,12.93900482,NA,
Senna.hebecarpa,0.99,NA,NA,
Senna.hebecarpa,1.08,15.14825581,NA,
Senna.hebecarpa,0.9,12.34782609,NA,
Senna.hebecarpa,0.93,14.62346521,NA,
Senna.hebecarpa,1.01,14.66251944,NA,
Senna.hebecarpa,1.1,14.30031949,NA,
Senna.hebecarpa,1.11,14.15994624,NA,
Senna.hebecarpa,1.1,12.40559441,NA,
Senna.hebecarpa,1.1,13.12745098,NA,
Senna.hebecarpa,1.12,12.90506329,NA,
Senna.hebecarpa,0.99,NA,NA,
Senna.hebecarpa,1.03,14.44352617,NA,
Setaria,NA,NA,1.114048148,kew
Silene.latifolia,0.3683,12.93478261,0.776363636,kew
Silene.latifolia,0.5461,24.25,NA,
Silene.latifolia,0.4826,9.816326531,NA,
Silene.latifolia,0.26035,7.080645161,NA,
Silene.latifolia,0.3302,33.25,NA,
Silene.latifolia,0.3302,52.89285714,NA,
Silene.latifolia,0.3937,19.08823529,NA,
Silene.latifolia,0.3429,20.625,NA,
Silene.latifolia,0.3048,12.3559322,NA,
Silene.latifolia,0.4318,39.34210526,NA,
Silene.latifolia,0.28575,8.517241379,NA,
Silene.latifolia,0.45085,24.22222222,NA,
Silene.latifolia,0.4572,30,NA,
Silene.latifolia,0.22225,17.65517241,NA,
Silene.latifolia,0.3175,17.81481481,NA,
Silene.latifolia,0.36195,30.03225806,NA,
Silene.latifolia,0.23495,19.85714286,NA,
Silene.latifolia,0.4572,35.5,NA,
Silene.latifolia,0.4953,15.75,NA,
Silene.latifolia,0.2794,24.20833333,NA,
Silphium.integrifolium,NA,NA,30.65,field
Silphium.laciniatum,NA,8.232894737,78.05,kew
Silphium.laciniatum,NA,6.071781534,NA,
Silphium.laciniatum,NA,8.303967538,NA,
Silphium.laciniatum,NA,5.901492537,NA,
Silphium.perfoliatum,1.85,12.85778945,6.85,field
Silphium.perfoliatum,2.25,10.99063645,NA,
Silphium.perfoliatum,1.55,10.43835907,NA,
Silphium.perfoliatum,1.45,11.04977876,NA,
Silphium.perfoliatum,1.95,13.40144665,NA,
Silphium.perfoliatum,2.15,12.07738542,NA,
Silphium.perfoliatum,1.55,13.47918244,NA,
Silphium.perfoliatum,1.65,10.64883575,NA,
Silphium.perfoliatum,2.15,11.88761777,NA,
Silphium.perfoliatum,2.05,12.59019426,NA,
Silphium.perfoliatum,1.35,13.15115969,NA,
Silphium.perfoliatum,1.55,10.64879882,NA,
Silphium.perfoliatum,1.5,10.58581236,NA,
Silphium.perfoliatum,1.63,14.04411765,NA,
Silphium.perfoliatum,1.45,13.95010725,NA,
Silphium.perfoliatum,1.65,13.32879346,NA,
Silphium.perfoliatum,2.3,12.62077105,NA,
Silphium.perfoliatum,2.22,10.56724782,NA,
Silphium.perfoliatum,1.85,13.11786038,NA,
Silphium.perfoliatum,1.95,12.2345954,NA,
Solanum.carolinense,0.65,11.85483871,2.44,kew
Solanum.carolinense,0.445,13.38271605,NA,
Solanum.carolinense,0.485,14.37209302,NA,
Solanum.carolinense,0.55,17.57251908,NA,
Solanum.carolinense,0.715,12.65625,NA,
Solanum.carolinense,0.54,15.05192425,NA,
Solanum.carolinense,0.61,13.60330579,NA,
Solanum.carolinense,0.28,25.79166667,NA,
Solanum.carolinense,0.795,15.41176471,NA,
Solanum.carolinense,0.765,14.53448276,NA,
Solanum.carolinense,0.38,14.31372549,NA,
Solanum.carolinense,0.51,13.71900826,NA,
Solanum.carolinense,0.38,15.6448203,NA,
Solanum.carolinense,0.42,13.43003413,NA,
Solanum.carolinense,0.62,16.89285714,NA,
Solanum.carolinense,0.625,19.86956522,NA,
Solanum.carolinense,0.51,12.47208931,NA,
Solanum.carolinense,0.64,12.29850746,NA,
Solanum.carolinense,0.48,11.27192982,NA,
Solanum.carolinense,0.455,14.16666667,NA,
Solidago.canadensis,1.16,19.13705584,0.09736,field
Solidago.canadensis,1.115,20.07968127,NA,
Solidago.canadensis,1.225,19.5709571,NA,
Solidago.canadensis,1.165,22.49350649,NA,
Solidago.canadensis,1.19,18.89175258,NA,
Solidago.canadensis,1.19,22.74774775,NA,
Solidago.canadensis,1.225,19.26380368,NA,
Solidago.canadensis,1.27,21.12600536,NA,
Solidago.canadensis,1.115,15.74675325,NA,
Solidago.canadensis,1.07,17.09876543,NA,
Solidago.canadensis,1.05,15.92857143,NA,
Solidago.canadensis,1.11,19.11016949,NA,
Solidago.canadensis,1.075,19.41176471,NA,
Solidago.canadensis,1.19,19.85815603,NA,
Solidago.canadensis,1.29,15.25872443,NA,
Solidago.canadensis,1.24,19.18918919,NA,
Solidago.canadensis,0.975,17.65578635,NA,
Solidago.canadensis,1.09,20.53475936,NA,
Solidago.canadensis,1.29,18.82211538,NA,
Solidago.canadensis,1.225,20.53691275,NA,
Solidago.juncea,NA,NA,0.367571429,field
Solidago.riddellii,NA,NA,0.2,field
Solidago.rigida,NA,11.46756757,0.754444444,field
Solidago.rigida,NA,7.751211632,NA,
Solidago.rigida,NA,9.375907112,NA,
Solidago.rigida,NA,9.052173913,NA,
Solidago.rigida,NA,8.665893271,NA,
Solidago.rigida,NA,8.530079455,NA,
Solidago.rigida,NA,7.19630485,NA,
Solidago.rigida,NA,8.640336134,NA,
Solidago.rigida,NA,7.219164118,NA,
Solidago.rigida,NA,9.859582543,NA,
Solidago.rigida,NA,9.72517321,NA,
Solidago.rigida,NA,8.415026834,NA,
Solidago.rigida,NA,11.34604106,NA,
Solidago.rigida,NA,6.572972973,NA,
Solidago.rigida,NA,6.865074697,NA,
Solidago.rigida,NA,8.438709677,NA,
Solidago.rigida,NA,5.946957878,NA,
Solidago.rigida,NA,8.408510638,NA,
Solidago.rigida,NA,10.94736842,NA,
Solidago.rigida,NA,8.502538071,NA,
Solidago.speciosa,NA,NA,0.285714286,field
Solidago.speciosa,NA,NA,NA,
Solidago.speciosa,NA,NA,NA,
Solidago.speciosa,NA,NA,NA,
Solidago.speciosa,NA,NA,NA,
Solidago.speciosa,NA,NA,NA,
Solidago.speciosa,NA,NA,NA,
Solidago.speciosa,NA,NA,NA,
Solidago.speciosa,NA,NA,NA,
Solidago.speciosa,NA,NA,NA,
Solidago.speciosa,NA,NA,NA,
Solidago.speciosa,NA,NA,NA,
Solidago.speciosa,NA,NA,NA,
Solidago.speciosa,NA,NA,NA,
Solidago.speciosa,NA,NA,NA,
Solidago.speciosa,NA,NA,NA,
Solidago.speciosa,NA,NA,NA,
Solidago.speciosa,NA,NA,NA,
Solidago.speciosa,NA,NA,NA,
Solidago.speciosa,NA,NA,NA,
Sorghastrum.nutans,1.125,14.32055749,1.9438,field
Sorghastrum.nutans,1.19,12.15717723,NA,
Sorghastrum.nutans,1.33,15.05711319,NA,
Sorghastrum.nutans,1.23,12.80381944,NA,
Sorghastrum.nutans,1.29,12.48868778,NA,
Sorghastrum.nutans,1.305,14.21686747,NA,
Sorghastrum.nutans,1.11,14.37794217,NA,
Sorghastrum.nutans,1.32,14.04980341,NA,
Sorghastrum.nutans,1.195,14.16044776,NA,
Sorghastrum.nutans,1.37,11.77734375,NA,
Sorghastrum.nutans,1.22,14.11695447,NA,
Sorghastrum.nutans,1.155,11.79035639,NA,
Sorghastrum.nutans,1.295,16.26955475,NA,
Sorghastrum.nutans,1.18,14.77415666,NA,
Sorghastrum.nutans,1.205,14.26140231,NA,
Sorghastrum.nutans,1.25,12.49360614,NA,
Sorghastrum.nutans,1.3,13.25740319,NA,
Sorghastrum.nutans,1.18,13.05621162,NA,
Sorghastrum.nutans,1.34,13.62807018,NA,
Sorghastrum.nutans,1.18,12.66805267,NA,
Spartina.pectinata,NA,NA,26.91,field
Sporobolus.heterolepis,NA,NA,1.828,field
Taraxacum.officinale,NA,NA,0.682793103,kew
Thalictrum.dasycarpum,NA,NA,2.363333333,field
Thalictrum.dasycarpum,NA,NA,2.363333333,field
Toxicodendron.radicans,NA,NA,16.92153846,kew
Tradescantia.ohiensis,0.935,7.072916667,3.608,field
Tradescantia.ohiensis,0.925,10.18426966,NA,
Tradescantia.ohiensis,0.825,15.93220339,NA,
Tradescantia.ohiensis,0.93,10.40562249,NA,
Tradescantia.ohiensis,0.945,6.782077393,NA,
Tradescantia.ohiensis,0.935,12.2605042,NA,
Tradescantia.ohiensis,0.935,12.28445748,NA,
Tradescantia.ohiensis,0.93,10.52691218,NA,
Tradescantia.ohiensis,0.825,10.29710145,NA,
Tradescantia.ohiensis,1.13,7.592356688,NA,
Tradescantia.ohiensis,0.91,15.78636364,NA,
Tradescantia.ohiensis,0.97,9.96742671,NA,
Tradescantia.ohiensis,0.94,8.925925926,NA,
Tradescantia.ohiensis,1.08,7.813063063,NA,
Tradescantia.ohiensis,0.815,10.62923729,NA,
Tradescantia.ohiensis,0.875,12.3032491,NA,
Tradescantia.ohiensis,1.065,8.692028986,NA,
Tradescantia.ohiensis,0.93,9.19478738,NA,
Tradescantia.ohiensis,0.75,8.990228013,NA,
Tradescantia.ohiensis,0.775,9.395280236,NA,
Tridens.flavus,NA,NA,1.022,kew
Trifolium.arvense,0.345,NA,0.441421053,kew
Trifolium.arvense,0.35,NA,NA,
Trifolium.arvense,0.33,NA,NA,
Trifolium.arvense,0.33,NA,NA,
Trifolium.arvense,0.275,NA,NA,
Trifolium.arvense,0.315,NA,NA,
Trifolium.arvense,0.35,NA,NA,
Trifolium.arvense,0.28,NA,NA,
Trifolium.arvense,0.285,NA,NA,
Trifolium.arvense,0.31,NA,NA,
Trifolium.arvense,0.285,NA,NA,
Trifolium.arvense,0.34,NA,NA,
Trifolium.arvense,0.355,NA,NA,
Trifolium.arvense,NA,NA,NA,
Trifolium.arvense,0.31,NA,NA,
Trifolium.arvense,0.29,NA,NA,
Trifolium.arvense,0.36,NA,NA,
Trifolium.arvense,0.33,NA,NA,
Trifolium.arvense,0.325,NA,NA,
Trifolium.arvense,0.31,NA,NA,
Trifolium.pratense,0.54,23.11842105,1.625952381,kew
Trifolium.pratense,0.495,21.30864198,NA,
Trifolium.pratense,0.545,23.13846154,NA,
Trifolium.pratense,0.295,25.31111111,NA,
Trifolium.pratense,0.42,24.30260047,NA,
Trifolium.pratense,0.57,16.50537634,NA,
Trifolium.pratense,0.52,20.71264368,NA,
Trifolium.pratense,0.375,25.54482759,NA,
Trifolium.pratense,0.53,23.60344828,NA,
Trifolium.pratense,0.46,11.31666667,NA,
Trifolium.pratense,0.44,18.69387755,NA,
Trifolium.pratense,0.565,28.44444444,NA,
Trifolium.pratense,0.53,24.3515625,NA,
Trifolium.pratense,0.35,21.10204082,NA,
Trifolium.pratense,0.38,17.28571429,NA,
Trifolium.pratense,0.41,29.71917808,NA,
Trifolium.pratense,0.46,24.02061856,NA,
Trifolium.pratense,0.37,17.0984456,NA,
Trifolium.pratense,0.45,20.39473684,NA,
Trifolium.pratense,0.51,24.96875,NA,
Trifolium.repens,0.065,15.76190476,0.562466667,kew
Trifolium.repens,0.185,15.6557377,NA,
Trifolium.repens,0.24,19.86767486,NA,
Trifolium.repens,0.16,20.34722222,NA,
Trifolium.repens,0.125,18.4717608,NA,
Trifolium.repens,0.145,14.46043165,NA,
Trifolium.repens,0.135,16.68639053,NA,
Trifolium.repens,0.16,14.32926829,NA,
Trifolium.repens,0.21,17.96511628,NA,
Trifolium.repens,0.125,16.56370656,NA,
Trifolium.repens,0.07,18.95899054,NA,
Trifolium.repens,0.15,15.75851393,NA,
Trifolium.repens,0.24,17.05882353,NA,
Trifolium.repens,0.125,18.61163227,NA,
Trifolium.repens,0.165,12.69372694,NA,
Trifolium.repens,0.17,19.31596091,NA,
Trifolium.repens,0.235,20.4784689,NA,
Trifolium.repens,0.13,14.19525066,NA,
Trifolium.repens,0.2,18.15789474,NA,
Trifolium.repens,0.095,29.1588785,NA,
Triodanis.perfoliata,NA,NA,0.03,kew
Ulmus.pumila,NA,NA,6.216583333,kew
Urtica.dioica,NA,NA,0.111571429,kew
Verbascum.thapsus,1.24,NA,0.091266667,kew
Verbascum.thapsus,1,NA,NA,
Verbascum.thapsus,0.72,NA,NA,
Verbascum.thapsus,1.1,NA,NA,
Verbascum.thapsus,0.86,NA,NA,
Verbascum.thapsus,1.03,NA,NA,
Verbascum.thapsus,0.65,NA,NA,
Verbascum.thapsus,0.94,NA,NA,
Verbascum.thapsus,0.975,NA,NA,
Verbascum.thapsus,0.95,NA,NA,
Verbascum.thapsus,1.07,NA,NA,
Verbascum.thapsus,1.12,NA,NA,
Verbascum.thapsus,1.06,NA,NA,
Verbascum.thapsus,0.81,NA,NA,
Verbascum.thapsus,0.83,NA,NA,
Verbascum.thapsus,0.83,NA,NA,
Verbascum.thapsus,1.07,NA,NA,
Verbascum.thapsus,0.975,NA,NA,
Verbascum.thapsus,1.09,NA,NA,
Verbascum.thapsus,0.99,NA,NA,
Verbena.hastata,NA,NA,0.2302,field
Verbena.stricta,NA,NA,1.030454545,field
Vernonia,NA,NA,0.985714286,field
Veronica,NA,NA,0.215392209,kew
Veronicastrum.virginicum,NA,NA,0.065714286,field
Viola,NA,NA,1.5876375,kew
Vitis,NA,NA,57.6125,kew
Zizia.aptera,NA,NA,1.591428571,field
Zizia.aurea,NA,NA,2.314285714,field
